,pdbid,-logKd/Ki
10115,1uz8,4.96
10116,2vjx,4.96
10117,3bxg,4.96
10118,3lbj,4.96
10119,3veh,4.96
10120,3zsq,4.96
10121,4jsa,4.96
10122,4rlt,4.96
10123,3qbc,4.97
10124,4e3g,4.97
10125,4in9,4.97
10126,2w47,4.98
10127,4w9d,4.99
10128,1hlk,5.0
10129,1o35,5.0
10130,1ql7,5.0
10131,1sbr,5.0
10132,2oiq,5.0
10133,2oym,5.0
10134,2vxn,5.0
10135,3cfn,5.0
10136,3gbe,5.0
10137,3k02,5.0
10138,3p9m,5.0
10139,4czs,5.0
10140,4u6c,5.0
10141,4xxh,5.0
10142,1ppi,5.01
10143,2glp,5.01
10144,4dds,5.01
10145,2d0k,5.02
10146,2xbp,5.02
10147,3bgc,5.02
10148,3usx,5.02
10149,4u70,5.02
10150,1i1e,5.03
10151,4np9,5.03
10152,1mfa,5.04
10153,3tz0,5.04
10154,4jym,5.04
10155,4lk7,5.04
10156,1dgm,5.05
10157,1fkw,5.05
10158,1qxk,5.05
10159,3aau,5.05
10160,4euo,5.05
10161,4oct,5.05
10162,4rqv,5.05
10163,4yzu,5.05
10164,3f68,5.06
10165,4h7q,5.06
10166,5a2i,5.06
10167,2c3l,5.07
10168,2xm1,5.07
10169,2yfa,5.07
10170,3juo,5.07
10171,1enu,5.08
10172,1gfy,5.08
10173,2qtg,5.08
10174,3qyy,5.08
10175,3tb6,5.08
10176,4oiv,5.08
10177,1m48,5.09
10178,1nw7,5.09
10179,1ez9,5.1
10180,1kmy,5.1
10181,1od8,5.1
10182,1onz,5.1
10183,1v0k,5.1
10184,1w7g,5.1
10185,2h5a,5.1
10186,2qrq,5.1
10187,3p4v,5.1
10188,3ujb,5.1
10189,4dcs,5.1
10190,1k4h,5.11
10191,1yp9,5.11
10192,3ozj,5.11
10193,4qfl,5.11
10194,1qaw,5.12
10195,1uv6,5.12
10196,2web,5.12
10197,4f1l,5.12
10198,4h81,5.12
10199,1gcz,5.13
10200,3s9e,5.13
10201,1y3x,5.14
10202,2yaz,5.14
10203,3tao,5.14
10204,4ejl,5.14
10205,1jcx,5.15
10206,1jvu,5.15
10207,1o0m,5.15
10208,1pb8,5.15
10209,1qk3,5.15
10210,1thz,5.15
10211,2afx,5.15
10212,3ozr,5.15
10213,4h85,5.15
10214,4jpx,5.15
10215,4qrh,5.15
10216,3b7j,5.17
10217,5ahw,5.17
10218,5aut,5.17
10219,1ft7,5.18
10220,2qrg,5.18
10221,4duh,5.18
10222,4iif,5.18
10223,4u73,5.18
10224,1ocq,5.19
10225,1ogg,5.19
10226,2qdt,5.19
10227,4ezz,5.19
10228,3ov1,5.2
10229,3uu1,5.2
10230,4a6s,5.2
10231,4ezr,5.2
10232,1nw5,5.21
10233,1o2r,5.21
10234,4cwo,5.21
10235,4few,5.21
10236,4je8,5.21
10237,4m0r,5.21
10238,1bq4,5.22
10239,1gjd,5.22
10240,1ucn,5.22
10241,1zea,5.22
10242,2gz2,5.22
10243,2hxm,5.22
10244,2wzm,5.22
10245,2zxd,5.22
10246,3dne,5.22
10247,3iof,5.22
10248,3lq2,5.22
10249,3ms9,5.22
10250,3n1c,5.22
10251,3ppp,5.22
10252,3qxt,5.22
10253,4lrr,5.22
10254,4u71,5.22
10255,1b4z,5.23
10256,3lc3,5.23
10257,1fh7,5.24
10258,2jfz,5.24
10259,3pb8,5.24
10260,4gue,5.24
10261,4idn,5.24
10262,4non,5.24
10263,4y59,5.24
10264,2bfr,5.25
10265,3r24,5.25
10266,2qft,5.26
10267,3n9s,5.26
10268,4omj,5.26
10269,2x7u,5.27
10270,3tkw,5.27
10271,1b46,5.28
10272,3bbf,5.28
10273,3o5x,5.28
10274,4e70,5.28
10275,4j46,5.28
10276,1c88,5.29
10277,1a69,5.3
10278,1h6h,5.3
10279,1o0f,5.3
10280,1srg,5.3
10281,2vk6,5.3
10282,3gpo,5.3
10283,3p9l,5.3
10284,3pgl,5.3
10285,3upv,5.3
10286,1hk4,5.31
10287,1mfd,5.31
10288,4or6,5.31
10289,4u1b,5.31
10290,1lvu,5.32
10291,4ipi,5.32
10292,4us3,5.32
10293,2c80,5.33
10294,3arx,5.33
10295,3q1x,5.33
10296,1hee,5.34
10297,1zgi,5.34
10298,3efs,5.34
10299,3hkq,5.34
10300,3k4q,5.34
10301,3nee,5.34
10302,1ql9,5.35
10303,2fxv,5.35
10304,2gkl,5.35
10305,3hkn,5.35
10306,1adl,5.36
10307,3ldq,5.36
10308,3mf5,5.36
10309,1sgu,5.37
10310,3qt6,5.37
10311,4el5,5.37
10312,1g3e,5.38
10313,2qhd,5.38
10314,3e85,5.38
10315,3tif,5.38
10316,4f7v,5.38
10317,1qbv,5.39
10318,2h6b,5.39
10319,3hkt,5.39
10320,3m1k,5.39
10321,4cl6,5.39
10322,4ej8,5.39
10323,1bp0,5.4
10324,1f8b,5.4
10325,1mmr,5.4
10326,1pz5,5.4
10327,1r9l,5.4
10328,1trd,5.4
10329,2c1p,5.4
10330,2f35,5.4
10331,2i80,5.4
10332,2jdm,5.4
10333,2qg2,5.4
10334,3arr,5.4
10335,3b4p,5.4
10336,3l6h,5.4
10337,4ij1,5.4
10338,4m3p,5.4
10339,4ozj,5.4
10340,4pin,5.4
10341,2j47,5.41
10342,4tun,5.41
10343,4uma,5.41
10344,5cbs,5.41
10345,1gja,5.42
10346,2vpo,5.42
10347,4fev,5.42
10348,3ng4,5.43
10349,4f5y,5.43
10350,4pox,5.43
10351,1h0a,5.44
10352,2q6f,5.44
10353,2wr8,5.44
10354,3u10,5.44
10355,4dju,5.44
10356,2iko,5.45
10357,3mi3,5.45
10358,1b4h,5.46
10359,1q65,5.46
10360,1g7f,5.47
10361,1xh5,5.47
10362,2hf8,5.47
10363,2r0z,5.47
10364,2xde,5.47
10365,2y7p,5.47
10366,4n6g,5.47
10367,4n7m,5.47
10368,4qb3,5.47
10369,2zkj,5.48
10370,3bxe,5.48
10371,3iw6,5.48
10372,3zdv,5.48
10373,4jfm,5.48
10374,4kp8,5.48
10375,4pf5,5.48
10376,1pot,5.49
10377,1pyn,5.49
10378,1tys,5.49
10379,2o0u,5.49
10380,2uy5,5.49
10381,3bvb,5.49
10382,3ga5,5.49
10383,3hmp,5.49
10384,3i73,5.49
10385,3tza,5.5
10386,2wqp,5.51
10387,3da9,5.51
10388,4k55,5.51
10389,4qxo,5.51
10390,4zba,5.51
10391,1a8i,5.52
10392,1kc7,5.52
10393,1oe8,5.52
10394,2cht,5.52
10395,2ydt,5.52
10396,3hzm,5.52
10397,3iog,5.52
10398,4en4,5.52
10399,1bjv,5.54
10400,2olb,5.54
10401,2y7i,5.54
10402,3bxf,5.54
10403,3jyr,5.54
10404,3ubd,5.54
10405,3v78,5.54
10406,4nxu,5.54
10407,4qij,5.54
10408,4r4c,5.54
10409,5a81,5.54
10410,1njc,5.55
10411,1y3n,5.55
10412,2iuz,5.55
10413,3uzj,5.55
10414,4o3f,5.56
10415,1jak,5.57
10416,1njd,5.57
10417,2nmx,5.57
10418,3bex,5.57
10419,3uxl,5.57
10420,3vtr,5.57
10421,3su5,5.58
10422,1f4x,5.59
10423,1mfi,5.59
10424,3sha,5.59
10425,4bqh,5.59
10426,4cwn,5.59
10427,4tkb,5.59
10428,5afv,5.59
10429,1vfn,5.6
10430,2yhw,5.6
10431,3e6y,5.6
10432,3qps,5.6
10433,4zzy,5.6
10434,1ejn,5.62
10435,2bmk,5.62
10436,3e3c,5.62
10437,3ldp,5.62
10438,3lpl,5.62
10439,3nes,5.62
10440,4ddy,5.62
10441,4dzy,5.62
10442,4iid,5.62
10443,3gy3,5.63
10444,3l1n,5.63
10445,3rf5,5.63
10446,1y3v,5.64
10447,2ojg,5.64
10448,2reg,5.64
10449,3fwv,5.64
10450,3s8l,5.64
10451,4deu,5.64
10452,3q7q,5.65
10453,1n5r,5.66
10454,1nhu,5.66
10455,2aod,5.66
10456,2erz,5.66
10457,2x97,5.66
10458,3td4,5.66
10459,3zi8,5.66
10460,4zek,5.66
10461,2h15,5.67
10462,2qwf,5.67
10463,4ncn,5.67
10464,1gnn,5.68
10465,2c92,5.68
10466,2cbu,5.68
10467,2q8z,5.68
10468,2uyq,5.68
10469,3b5j,5.68
10470,3oil,5.68
10471,4c52,5.68
10472,4l4z,5.68
10473,4q9y,5.68
10474,1a99,5.7
10475,1egh,5.7
10476,1g98,5.7
10477,1g9r,5.7
10478,1jsv,5.7
10479,1n1m,5.7
10480,1pgp,5.7
10481,2a14,5.7
10482,2avm,5.7
10483,2f2h,5.7
10484,2i4z,5.7
10485,2ya6,5.7
10486,3acx,5.7
10487,3c4h,5.7
10488,3fhb,5.7
10489,3kku,5.7
10490,4bs0,5.7
10491,4f39,5.7
10492,4l2l,5.7
10493,4qxq,5.7
10494,2uz9,5.71
10495,2qg0,5.72
10496,2v25,5.72
10497,3shc,5.72
10498,4br3,5.72
10499,4dkp,5.72
10500,3bqc,5.73
10501,3m3z,5.73
10502,4j44,5.73
10503,1o33,5.74
10504,1o5e,5.74
10505,1qy2,5.74
10506,1zdp,5.74
10507,2pgz,5.74
10508,2pqc,5.74
10509,3ivx,5.74
10510,3pb7,5.74
10511,3wz7,5.74
10512,4lps,5.74
10513,4o2b,5.74
10514,4tkh,5.74
10515,5cbr,5.74
10516,2ya8,5.75
10517,4mn3,5.75
10518,1p1o,5.76
10519,2qta,5.76
10520,4a95,5.76
10521,4muv,5.76
10522,4nwc,5.76
10523,1jmf,5.77
10524,1ur9,5.77
10525,2boj,5.77
10526,2xp7,5.77
10527,3k00,5.77
10528,3rm4,5.77
10529,4fxq,5.77
10530,4j45,5.77
10531,4l4v,5.78
10532,1hmt,5.79
10533,4q4q,5.79
10534,1kpm,5.8
10535,2q88,5.8
10536,4ezx,5.8
10537,4g8v,5.8
10538,4rhx,5.8
10539,4ymq,5.8
10540,4ysl,5.8
10541,1lkl,5.81
10542,1hdq,5.82
10543,1kav,5.82
10544,1ols,5.82
10545,2nn1,5.82
10546,3b7i,5.82
10547,3gss,5.82
10548,3iue,5.82
10549,3qqa,5.82
10550,4e9u,5.82
10551,4lj8,5.82
10552,4p5d,5.82
10553,4r4o,5.82
10554,4rqk,5.82
10555,4z84,5.82
10556,4zec,5.82
10557,4do5,5.83
10558,4km2,5.84
10559,1k4g,5.85
10560,1o2w,5.85
10561,1ogz,5.85
10562,1q54,5.85
10563,1qbn,5.85
10564,1u1w,5.85
10565,2pu1,5.85
10566,2r3t,5.85
10567,2vmf,5.85
10568,2z94,5.85
10569,3e5u,5.85
10570,4b6r,5.85
10571,4des,5.85
10572,4jv8,5.85
10573,4qdk,5.85
10574,4rww,5.85
10575,4xya,5.86
10576,4azc,5.86
10577,4jne,5.86
10578,3tcg,5.87
10579,4cfl,5.88
10580,4zei,5.88
10581,1e1x,5.89
10582,1ydk,5.89
10583,2eg7,5.89
10584,2tmn,5.89
10585,3h1x,5.89
10586,3qgw,5.89
10587,4arb,5.89
10588,4de0,5.89
10589,4wk1,5.89
10590,1v2n,5.9
10591,3old,5.9
10592,1ugx,5.91
10593,4csd,5.91
10594,1a4w,5.92
10595,1jao,5.92
10596,1kyv,5.92
10597,1pph,5.92
10598,1qf2,5.92
10599,1qka,5.92
10600,1yds,5.92
10601,1yet,5.92
10602,2pmk,5.92
10603,2xn3,5.92
10604,3kgu,5.92
10605,3neo,5.92
10606,3r4m,5.92
10607,3zv7,5.92
10608,4kyh,5.92
10609,4lkk,5.92
10610,4rdn,5.92
10611,4u0f,5.92
10612,4y5d,5.92
10613,1fv0,5.93
10614,3lmk,5.94
10615,4mr3,5.94
10616,4ra1,5.94
10617,1b9j,5.96
10618,1d6w,5.96
10619,1nl9,5.96
10620,1o36,5.96
10621,2j79,5.96
10622,2xht,5.96
10623,3wz6,5.96
10624,4d4d,5.96
10625,4fm8,5.97
10626,4nkt,5.97
10627,4tjz,5.97
10628,1uwu,5.98
10629,3e12,5.99
10630,3huc,5.99
10631,4az5,5.99
10632,1a1e,6.0
10633,1ado,6.0
10634,1c5s,6.0
10635,1ceb,6.0
10636,1d2e,6.0
10637,1f0t,6.0
10638,1jq8,6.0
10639,1xk5,6.0
10640,2bvd,6.0
10641,2gh9,6.0
10642,2izl,6.0
10643,2r43,6.0
10644,2rcn,6.0
10645,2vqt,6.0
10646,2wf5,6.0
10647,3ddg,6.0
10648,3l4w,6.0
10649,3nex,6.0
10650,3ucj,6.0
10651,3uil,6.0
10652,4bb9,6.0
10653,4kwg,6.0
10654,4p3h,6.0
10655,4qxr,6.0
10656,4rr6,6.0
10657,1b5h,6.01
10658,2vl4,6.01
10659,4b6s,6.01
10660,1tcw,6.02
10661,3zq9,6.02
10662,4og4,6.02
10663,5er1,6.02
10664,1n8v,6.03
10665,1okl,6.03
10666,1os0,6.03
10667,1sh9,6.03
10668,1t7d,6.03
10669,2ce9,6.03
10670,4f9u,6.03
10671,4zb8,6.03
10672,1xbo,6.04
10673,4km0,6.04
10674,4nuc,6.04
10675,4tkj,6.04
10676,1eoc,6.05
10677,3bgb,6.05
10678,3gus,6.05
10679,3iss,6.05
10680,3ouj,6.05
10681,3pcf,6.05
10682,4ara,6.05
10683,4kqp,6.05
10684,1g7q,6.06
10685,1kjr,6.06
10686,1qb6,6.06
10687,2nnd,6.06
10688,3sfg,6.06
10689,4io3,6.06
10690,4l50,6.06
10691,1jmg,6.07
10692,2gst,6.07
10693,3b25,6.07
10694,3c89,6.07
10695,3fvl,6.07
10696,3owj,6.07
10697,1nhz,6.08
10698,2w7y,6.08
10699,2wc3,6.08
10700,2wej,6.08
10701,3iw5,6.08
10702,4kp5,6.08
10703,1o2n,6.09
10704,1ogx,6.09
10705,1w9u,6.09
10706,3p8z,6.09
10707,1azm,6.1
10708,1dzk,6.1
10709,1lgt,6.1
10710,1m2q,6.1
10711,2e7f,6.1
10712,2ewb,6.1
10713,2flr,6.1
10714,2p7a,6.1
10715,2wed,6.1
10716,2yay,6.1
10717,3c8b,6.1
10718,3cke,6.1
10719,3v2n,6.1
10720,4kxn,6.1
10721,4l19,6.1
10722,1g32,6.11
10723,1m2p,6.11
10724,1o2z,6.11
10725,2qx0,6.11
10726,4kao,6.11
10727,4m7j,6.11
10728,4tqn,6.11
10729,1x8r,6.12
10730,2fgv,6.12
10731,2p2a,6.12
10732,3qfy,6.12
10733,4ayp,6.12
10734,4hp0,6.12
10735,4k4j,6.12
10736,2c97,6.14
10737,2fqt,6.14
10738,2zym,6.14
10739,4pyx,6.14
10740,4zx1,6.14
10741,1u0g,6.15
10742,1zs0,6.15
10743,2r75,6.15
10744,3arw,6.15
10745,4f6u,6.15
10746,5dit,6.15
10747,1ppc,6.16
10748,3m89,6.16
10749,4o04,6.16
10750,1d6v,6.17
10751,1k1o,6.17
10752,1ndy,6.17
10753,3bkl,6.17
10754,3hk1,6.17
10755,4b9k,6.17
10756,4fht,6.17
10757,4pfu,6.17
10758,1xhy,6.18
10759,3c8a,6.18
10760,3w9r,6.18
10761,4q6e,6.18
10762,1iy7,6.19
10763,1tq4,6.19
10764,1v2k,6.19
10765,2bt9,6.19
10766,2qbu,6.19
10767,3u5l,6.19
10768,4wrb,6.19
10769,1owe,6.2
10770,1sqt,6.2
10771,2qrp,6.2
10772,3p9t,6.2
10773,4ad2,6.2
10774,4ufi,6.2
10775,3s8n,6.21
10776,3sug,6.21
10777,4cg9,6.21
10778,4ymb,6.21
10779,4z6h,6.21
10780,1l8g,6.22
10781,2xda,6.22
10782,3acl,6.22
10783,3ip5,6.22
10784,3lpp,6.22
10785,3pd9,6.22
10786,4bqg,6.22
10787,4m0e,6.22
10788,4mdn,6.22
10789,4mjo,6.22
10790,4nja,6.22
10791,3okv,6.23
10792,3s3v,6.23
10793,4w9j,6.23
10794,1hnn,6.24
10795,3vh9,6.24
10796,1gnm,6.25
10797,2o4z,6.25
10798,2zdn,6.25
10799,3rf4,6.25
10800,3wqm,6.25
10801,4bcp,6.25
10802,1wcq,6.26
10803,4r4t,6.26
10804,4ua8,6.26
10805,1pbq,6.27
10806,3bfu,6.27
10807,4f0c,6.27
10808,4r4i,6.27
10809,1afl,6.28
10810,1atl,6.28
10811,1w3l,6.28
10812,2aog,6.28
10813,4djw,6.28
10814,4q99,6.28
10815,4rd6,6.28
10816,2xyt,6.29
10817,3f48,6.29
10818,3v2q,6.29
10819,4d8z,6.29
10820,4lj5,6.29
10821,4n7u,6.29
10822,1d4p,6.3
10823,1lag,6.3
10824,1wdn,6.3
10825,1wm1,6.3
10826,2oi2,6.3
10827,2q89,6.3
10828,2vrj,6.3
10829,3ebl,6.3
10830,4e1k,6.3
10831,4etz,6.3
10832,4oag,6.3
10833,4pow,6.3
10834,2bal,6.31
10835,2pvu,6.31
10836,3q44,6.31
10837,3u93,6.31
10838,4cpy,6.31
10839,4der,6.31
10840,4z6i,6.31
10841,1w3j,6.32
10842,3ebh,6.32
10843,3w9k,6.32
10844,6upj,6.32
10845,4nbl,6.33
10846,4zvi,6.33
10847,1bdq,6.34
10848,1i00,6.34
10849,1w9v,6.34
10850,1xq0,6.34
10851,3cj5,6.34
10852,3zk6,6.34
10853,4z0k,6.34
10854,1cbx,6.35
10855,1gjc,6.35
10856,2j7f,6.35
10857,2p09,6.35
10858,3ckp,6.35
10859,3ctt,6.35
10860,3ed0,6.35
10861,3fvh,6.35
10862,1c5q,6.36
10863,1ela,6.36
10864,1o2o,6.36
10865,3oku,6.36
10866,3t6b,6.36
10867,3v2p,6.36
10868,1gx8,6.37
10869,1hbv,6.37
10870,1hms,6.37
10871,2qpq,6.37
10872,2w9h,6.37
10873,2zdk,6.37
10874,3qlm,6.37
10875,2ybu,6.38
10876,1lol,6.39
10877,4q4p,6.39
10878,10gs,6.4
10879,1g7v,6.4
10880,1i7z,6.4
10881,1igb,6.4
10882,1usk,6.4
10883,1yvm,6.4
10884,2g9q,6.4
10885,2y8c,6.4
10886,2zdl,6.4
10887,3k1j,6.4
10888,3kmc,6.4
10889,3s72,6.4
10890,3tf6,6.4
10891,3zll,6.4
10892,4cga,6.4
10893,4eu0,6.4
10894,4je7,6.4
10895,4xy8,6.4
10896,1i80,6.41
10897,1syh,6.41
10898,2cgf,6.41
10899,2qnp,6.41
10900,2xxx,6.41
10901,2zdm,6.41
10902,3k5x,6.41
10903,3r17,6.41
10904,1o5a,6.42
10905,3d2e,6.42
10906,4ufh,6.42
10907,2fqo,6.43
10908,4ge1,6.43
10909,4q4r,6.43
10910,2jh5,6.44
10911,2pvm,6.44
10912,3pfp,6.44
10913,4da5,6.44
10914,4jfk,6.44
10915,4q3u,6.44
10916,1m2r,6.46
10917,1ro6,6.46
10918,2xd9,6.46
10919,2xdx,6.46
10920,3o8p,6.46
10921,3pd8,6.46
10922,4n07,6.46
10923,4ymh,6.46
10924,3cm2,6.47
10925,3s78,6.47
10926,3tfp,6.47
10927,4mhy,6.47
10928,4rd3,6.47
10929,4zhl,6.47
10930,4zji,6.47
10931,1f4g,6.48
10932,1rpj,6.48
10933,2wnj,6.48
10934,3gsm,6.48
10935,4e67,6.48
10936,4q3t,6.48
10937,1dl7,6.49
10938,3bft,6.49
10939,3mho,6.49
10940,3nw3,6.49
10941,3s0b,6.49
10942,4hw3,6.49
10943,3bwj,6.5
10944,4oc0,6.5
10945,2jdh,6.51
10946,2xjj,6.51
10947,3hf8,6.51
10948,3wmc,6.51
10949,1alw,6.52
10950,1ct8,6.52
10951,1g74,6.52
10952,1qy1,6.52
10953,1zhy,6.52
10954,2h4g,6.52
10955,2nn7,6.52
10956,2nt7,6.52
10957,2oxy,6.52
10958,2pfy,6.52
10959,2zft,6.52
10960,3dx3,6.52
10961,3o9p,6.52
10962,4dko,6.52
10963,4zeb,6.52
10964,2p7g,6.53
10965,3ama,6.53
10966,1drv,6.54
10967,1o3l,6.54
10968,2h21,6.54
10969,2jdk,6.54
10970,2zfs,6.54
10971,3d0b,6.54
10972,3fuz,6.54
10973,3sr4,6.54
10974,4a4v,6.54
10975,4aqh,6.54
10976,4ht2,6.54
10977,4leq,6.54
10978,4pv5,6.54
10979,4uac,6.54
10980,4w9k,6.54
10981,5cqu,6.54
10982,1dhj,6.55
10983,1hmr,6.55
10984,1hp5,6.55
10985,1n4h,6.55
10986,1yc4,6.55
10987,1yda,6.55
10988,2bok,6.55
10989,2i3v,6.55
10990,2xxr,6.55
10991,4og3,6.55
10992,2zq2,6.56
10993,4db7,6.56
10994,4lbu,6.56
10995,1sld,6.57
10996,2fqy,6.57
10997,2hzl,6.57
10998,2pwc,6.57
10999,3ove,6.57
11000,3qox,6.57
11001,3sax,6.57
11002,3tfn,6.57
11003,4fs4,6.57
11004,5er2,6.57
11005,2p7z,6.58
11006,3pb9,6.58
11007,4cd4,6.58
11008,1b58,6.59
11009,1c3e,6.59
11010,1fiv,6.59
11011,1izi,6.59
11012,2e91,6.59
11013,2pvh,6.59
11014,2pwr,6.59
11015,3gs6,6.59
11016,3t8v,6.59
11017,4xas,6.59
11018,1b38,6.6
11019,1g7g,6.6
11020,1jzs,6.6
11021,2euk,6.6
11022,2f7p,6.6
11023,2j4g,6.6
11024,2jdp,6.6
11025,2wly,6.6
11026,3dln,6.6
11027,3ip6,6.6
11028,3lxe,6.6
11029,3v3q,6.6
11030,4dkq,6.6
11031,4h75,6.6
11032,4mr6,6.6
11033,4x8o,6.6
11034,4zzd,6.6
11035,1afk,6.62
11036,2ews,6.62
11037,2j7b,6.62
11038,2jgs,6.62
11039,2vwc,6.62
11040,3ljo,6.62
11041,3ozp,6.62
11042,4btk,6.62
11043,4er1,6.62
11044,4gfo,6.62
11045,4mpn,6.62
11046,4rd0,6.62
11047,2x7t,6.63
11048,3f8f,6.63
11049,4lyw,6.63
11050,4xip,6.63
11051,1lcp,6.64
11052,1sln,6.64
11053,2b1g,6.64
11054,2d3z,6.64
11055,2za0,6.64
11056,3b26,6.64
11057,3fee,6.64
11058,2j75,6.65
11059,3mzc,6.65
11060,4yha,6.65
11061,1a4r,6.66
11062,1cps,6.66
11063,1elc,6.66
11064,1pxp,6.66
11065,1wur,6.66
11066,2yz3,6.66
11067,3pwd,6.66
11068,3zj6,6.66
11069,4jv6,6.66
11070,4v27,6.66
11071,3g19,6.67
11072,1c5x,6.68
11073,1mai,6.68
11074,2fqw,6.68
11075,2qbs,6.68
11076,3ie3,6.68
11077,3o75,6.68
11078,3su1,6.68
11079,3zhx,6.68
11080,4ew2,6.68
11081,2jew,6.69
11082,2xn5,6.69
11083,1b0h,6.7
11084,1b3g,6.7
11085,1dfo,6.7
11086,1eld,6.7
11087,1f3e,6.7
11088,1koj,6.7
11089,1nki,6.7
11090,2a5s,6.7
11091,2eum,6.7
11092,2evl,6.7
11093,2oxx,6.7
11094,2py4,6.7
11095,3eko,6.7
11096,3mhi,6.7
11097,3pck,6.7
11098,3pgu,6.7
11099,3t60,6.7
11100,3t64,6.7
11101,4ewn,6.7
11102,4io2,6.7
11103,4jyc,6.7
11104,4jz1,6.7
11105,4m13,6.7
11106,4m14,6.7
11107,4qhc,6.7
11108,1rbp,6.72
11109,2jdu,6.72
11110,2vpn,6.72
11111,2xc0,6.72
11112,3aqt,6.72
11113,3gst,6.72
11114,3l4v,6.72
11115,3l4z,6.72
11116,4flp,6.72
11117,4o0a,6.72
11118,1wvj,6.73
11119,4pum,6.73
11120,4r5b,6.73
11121,1add,6.74
11122,1usi,6.74
11123,2x91,6.74
11124,2zc9,6.74
11125,2zgx,6.74
11126,3dgo,6.74
11127,3fzy,6.74
11128,3m67,6.74
11129,3oim,6.74
11130,4ca6,6.74
11131,4ew3,6.74
11132,4lxz,6.74
11133,3ikd,6.75
11134,4cwt,6.75
11135,2on6,6.76
11136,1o30,6.77
11137,1o3j,6.77
11138,1om1,6.77
11139,1ony,6.77
11140,1qb1,6.77
11141,3fas,6.77
11142,3fvn,6.77
11143,3m40,6.77
11144,4cwp,6.77
11145,4loi,6.77
11146,4x48,6.77
11147,3gcu,6.78
11148,3su0,6.79
11149,1nq7,6.8
11150,3c88,6.8
11151,3fx6,6.8
11152,3s2v,6.8
11153,4nze,6.8
11154,2uwp,6.81
11155,1drk,6.82
11156,1fhd,6.82
11157,1jeu,6.82
11158,1k1n,6.82
11159,1lrh,6.82
11160,1o38,6.82
11161,1uwf,6.82
11162,2b1i,6.82
11163,2oxd,6.82
11164,2pym,6.82
11165,2rfh,6.82
11166,2v8w,6.82
11167,2xyd,6.82
11168,2zq0,6.82
11169,3m3x,6.82
11170,3s9t,6.82
11171,4nue,6.82
11172,4qy3,6.82
11173,1bhx,6.84
11174,2y5g,6.84
11175,3ewj,6.84
11176,4kn1,6.84
11177,5cep,6.84
11178,1ele,6.85
11179,1g30,6.85
11180,1lkk,6.85
11181,1os5,6.85
11182,1xk9,6.85
11183,1xt8,6.85
11184,3pn4,6.85
11185,3s8o,6.85
11186,4k3h,6.85
11187,3aid,6.86
11188,1cgl,6.87
11189,3qin,6.87
11190,3tmk,6.87
11191,4re4,6.87
11192,4rvr,6.87
11193,1xka,6.88
11194,3u3u,6.88
11195,4bco,6.88
11196,1b3f,6.89
11197,1fh8,6.89
11198,1jev,6.89
11199,1sb1,6.89
11200,1uz1,6.89
11201,2dri,6.89
11202,2e92,6.89
11203,2f34,6.89
11204,2r3w,6.89
11205,2vk2,6.89
11206,3hu3,6.89
11207,3l4x,6.89
11208,3r4n,6.89
11209,4g4p,6.89
11210,4x8v,6.89
11211,4yik,6.89
11212,1k1l,6.9
11213,3cow,6.9
11214,3uyr,6.9
11215,4zzx,6.9
11216,3evd,6.91
11217,4bcm,6.91
11218,1a9m,6.92
11219,1k6v,6.92
11220,1o2j,6.92
11221,1pkx,6.92
11222,1swr,6.92
11223,2uy0,6.92
11224,3bl0,6.92
11225,3lir,6.92
11226,3r1v,6.92
11227,3wto,6.92
11228,4qtl,6.92
11229,2weo,6.93
11230,4rn4,6.94
11231,4xir,6.94
11232,1tcx,6.95
11233,4k9y,6.95
11234,4q4s,6.95
11235,1atr,6.96
11236,1c5c,6.96
11237,1gj8,6.96
11238,1gvw,6.96
11239,1oyq,6.96
11240,1x8j,6.96
11241,3exe,6.96
11242,3pn1,6.96
11243,4cg8,6.96
11244,4i54,6.96
11245,4jyb,6.96
11246,4loh,6.96
11247,4rpn,6.96
11248,3t84,6.97
11249,4nj9,6.97
11250,4xar,6.97
11251,1my4,6.98
11252,3hv8,6.98
11253,4att,6.98
11254,3slz,6.99
11255,4bcs,6.99
11256,4fai,6.99
11257,1ch8,7.0
11258,1fki,7.0
11259,1gj6,7.0
11260,1oth,7.0
11261,1zoh,7.0
11262,2gyi,7.0
11263,2j7g,7.0
11264,2wzf,7.0
11265,3bbb,7.0
11266,3drf,7.0
11267,3drg,7.0
11268,3kdm,7.0
11269,3l4y,7.0
11270,3t82,7.0
11271,3wtm,7.0
11272,3wzn,7.0
11273,3zyu,7.0
11274,4b6o,7.0
11275,4dew,7.0
11276,4fcq,7.0
11277,4n3l,7.0
11278,4riv,7.0
11279,5boj,7.0
11280,5fl4,7.0
11281,3nht,7.01
11282,2vwl,7.02
11283,3cdb,7.02
11284,3igp,7.02
11285,3n4b,7.02
11286,3pbb,7.02
11287,1b1h,7.03
11288,4av4,7.03
11289,4ql1,7.03
11290,3mtw,7.04
11291,3wtl,7.04
11292,3wtn,7.04
11293,1b5i,7.05
11294,1xug,7.05
11295,2bq7,7.05
11296,2jxr,7.05
11297,3ahn,7.05
11298,3aho,7.05
11299,3i4y,7.05
11300,3s0d,7.05
11301,4h3j,7.05
11302,1ui0,7.06
11303,3po6,7.06
11304,4cwq,7.06
11305,5e2r,7.06
11306,1ydd,7.07
11307,2ate,7.07
11308,3cl0,7.07
11309,3ryv,7.07
11310,3u7k,7.07
11311,4oc5,7.07
